Attendance (%),Bengali,English,Math,Science,Total mark,Assignment Score,class participation,Study Hours per Week,Class Participation Score,Attendance_Scaled,Academic_Score,Engagement_Score,Effort_Score,Final_Performance_Score,Cluster,Cluster_Label,Weakest_Subject,AI_Tutor_Feedback,Risk_Level
86.0,9.0,2.0,7.0,7.0,6.25,1.0,9.0,8.0,7.0,8.6,6.25,8.8,4.5,6.665000000000001,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
62.0,3.0,9.0,4.0,3.0,4.75,5.0,6.0,4.0,4.0,6.2,4.75,6.1,4.5,5.105,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
80.0,2.0,10.0,9.0,7.0,7.0,2.0,4.0,4.0,6.0,8.0,7.0,6.0,3.0,5.9,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
58.0,10.0,3.0,9.0,1.0,5.75,6.0,9.0,9.0,6.0,5.8,5.75,7.4,7.5,6.595000000000001,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Science performance.,Medium Risk
92.0,0.0,3.0,4.0,3.0,2.5,3.0,0.0,1.0,2.0,9.2,2.5,4.6,2.0,3.03,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
66.0,2.0,4.0,0.0,4.0,2.5,3.0,0.0,7.0,6.0,6.6,2.5,3.3,5.0,3.2399999999999998,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
93.0,6.0,10.0,9.0,7.0,8.0,2.0,0.0,5.0,10.0,9.3,8.0,4.65,3.5,6.095,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
85.0,3.0,10.0,3.0,1.0,4.25,3.0,2.0,1.0,8.0,8.5,4.25,5.25,2.0,4.1000000000000005,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
69.0,5.0,5.0,3.0,5.0,4.5,9.0,6.0,5.0,2.0,6.9,4.5,6.45,7.0,5.585000000000001,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
84.0,1.0,4.0,10.0,1.0,4.0,4.0,10.0,9.0,3.0,8.4,4.0,9.2,6.5,6.06,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
77.0,2.0,3.0,4.0,4.0,3.25,10.0,4.0,7.0,3.0,7.7,3.25,5.85,8.5,5.08,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
96.0,9.0,7.0,3.0,8.0,6.75,6.0,4.0,1.0,7.0,9.6,6.75,6.8,3.5,6.115,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
98.0,2.0,6.0,9.0,2.0,4.75,4.0,9.0,3.0,1.0,9.8,4.75,9.4,3.5,5.8950000000000005,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
78.0,8.0,10.0,3.0,5.0,6.5,5.0,3.0,4.0,9.0,7.8,6.5,5.4,4.5,5.7700000000000005,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
59.0,3.0,5.0,10.0,0.0,4.5,10.0,8.0,6.0,8.0,5.9,4.5,6.95,8.0,5.9350000000000005,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Science performance.,Medium Risk
98.0,6.0,4.0,5.0,2.0,4.25,10.0,1.0,6.0,1.0,9.8,4.25,5.4,8.0,5.345000000000001,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
90.0,4.0,3.0,2.0,8.0,4.25,7.0,2.0,1.0,1.0,9.0,4.25,5.5,4.0,4.575,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
58.0,6.0,9.0,4.0,9.0,7.0,0.0,4.0,4.0,10.0,5.8,7.0,4.9,2.0,5.37,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,Medium Risk
54.0,10.0,0.0,4.0,0.0,3.5,7.0,6.0,7.0,4.0,5.4,3.5,5.7,7.0,4.86,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,High Risk
58.0,1.0,8.0,0.0,1.0,2.5,10.0,9.0,9.0,3.0,5.8,2.5,7.4,9.5,5.37,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,Medium Risk
95.0,8.0,9.0,6.0,3.0,6.5,7.0,8.0,9.0,10.0,9.5,6.5,8.75,8.0,7.475,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
63.0,2.0,10.0,2.0,10.0,6.0,1.0,10.0,2.0,2.0,6.3,6.0,8.15,1.5,5.745,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
52.0,1.0,1.0,5.0,1.0,2.0,7.0,5.0,9.0,4.0,5.2,2.0,5.1,8.0,4.13,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,High Risk
99.0,7.0,10.0,10.0,7.0,8.5,9.0,3.0,2.0,4.0,9.9,8.5,6.45,5.5,7.285,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
59.0,10.0,4.0,6.0,1.0,5.25,5.0,5.0,10.0,8.0,5.9,5.25,5.45,7.5,5.76,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. You are studying but may need better learning strategies. Low attendance is affecting your academic performance. Focus more on improving your Science performance.,Medium Risk
61.0,8.0,8.0,3.0,6.0,6.25,5.0,3.0,4.0,5.0,6.1,6.25,4.55,4.5,5.390000000000001,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
85.0,5.0,7.0,9.0,1.0,5.5,4.0,2.0,8.0,7.0,8.5,5.5,5.25,6.0,5.525,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
81.0,4.0,9.0,1.0,1.0,3.75,9.0,4.0,7.0,5.0,8.1,3.75,6.05,8.0,5.29,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
73.0,3.0,10.0,0.0,5.0,4.5,7.0,2.0,2.0,7.0,7.3,4.5,4.65,4.5,4.545,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
60.0,9.0,9.0,0.0,0.0,4.5,3.0,7.0,3.0,2.0,6.0,4.5,6.5,3.0,4.800000000000001,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
75.0,9.0,10.0,4.0,5.0,7.0,9.0,5.0,2.0,4.0,7.5,7.0,6.25,5.5,6.475,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
91.0,7.0,8.0,9.0,6.0,7.5,6.0,0.0,3.0,1.0,9.1,7.5,4.55,4.5,6.015000000000001,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
92.0,7.0,5.0,0.0,7.0,4.75,5.0,3.0,10.0,6.0,9.2,4.75,6.1,7.5,5.705,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. You are studying but may need better learning strategies. Focus more on improving your Math performance.,Medium Risk
92.0,0.0,6.0,8.0,0.0,3.5,4.0,4.0,8.0,4.0,9.2,3.5,6.6,6.0,4.93,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
98.0,2.0,3.0,0.0,2.0,1.75,9.0,6.0,5.0,8.0,9.8,1.75,7.9,7.0,4.6450000000000005,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
87.0,2.0,5.0,3.0,1.0,2.75,7.0,10.0,4.0,1.0,8.7,2.75,9.35,5.5,5.279999999999999,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
71.0,6.0,9.0,8.0,6.0,7.25,3.0,5.0,7.0,3.0,7.1,7.25,6.05,5.0,6.4399999999999995,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
51.0,9.0,5.0,0.0,7.0,5.25,5.0,0.0,2.0,9.0,5.1,5.25,2.55,3.5,4.09,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,High Risk
88.0,3.0,1.0,3.0,9.0,4.0,1.0,4.0,3.0,8.0,8.8,4.0,6.4,2.0,4.32,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
60.0,4.0,9.0,6.0,6.0,6.25,1.0,6.0,1.0,2.0,6.0,6.25,6.0,1.0,5.125,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
96.0,10.0,8.0,8.0,3.0,7.25,4.0,2.0,10.0,2.0,9.6,7.25,5.8,7.0,6.765000000000001,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Focus more on improving your Science performance.,Medium Risk
84.0,10.0,0.0,0.0,6.0,4.0,6.0,6.0,7.0,3.0,8.4,4.0,7.2,6.5,5.46,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
74.0,10.0,0.0,7.0,10.0,6.75,6.0,7.0,7.0,10.0,7.4,6.75,7.2,6.5,6.835,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
80.0,2.0,2.0,5.0,4.0,3.25,9.0,1.0,3.0,9.0,8.0,3.25,4.5,6.0,4.175,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
90.0,0.0,3.0,9.0,8.0,5.0,3.0,2.0,9.0,1.0,9.0,5.0,5.5,6.0,5.3500000000000005,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
75.0,1.0,7.0,3.0,10.0,5.25,8.0,7.0,1.0,3.0,7.5,5.25,7.25,4.5,5.7,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
92.0,2.0,2.0,9.0,10.0,5.75,0.0,9.0,1.0,1.0,9.2,5.75,9.1,0.5,5.705,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
70.0,10.0,6.0,2.0,2.0,5.0,10.0,8.0,7.0,10.0,7.0,5.0,7.5,8.5,6.45,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
52.0,7.0,7.0,3.0,7.0,6.0,4.0,8.0,10.0,6.0,5.2,6.0,6.6,7.0,6.38,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,Medium Risk
72.0,7.0,3.0,1.0,5.0,4.0,8.0,10.0,4.0,7.0,7.2,4.0,8.6,6.0,5.78,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
62.0,8.0,7.0,2.0,0.0,4.25,3.0,3.0,6.0,3.0,6.2,4.25,4.6,4.5,4.405,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
77.0,5.0,8.0,7.0,0.0,5.0,0.0,8.0,9.0,10.0,7.7,5.0,7.85,4.5,5.755000000000001,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
53.0,7.0,9.0,6.0,2.0,6.0,7.0,4.0,10.0,5.0,5.3,6.0,4.65,8.5,6.095,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Low attendance is affecting your academic performance. Focus more on improving your Science performance.,Medium Risk
100.0,5.0,0.0,6.0,4.0,3.75,8.0,4.0,10.0,10.0,10.0,3.75,7.0,9.0,5.775,2,Average Performer,English,You are performing moderately well but there is room for improvement. You are studying but may need better learning strategies. Focus more on improving your English performance.,Medium Risk
86.0,1.0,3.0,9.0,2.0,3.75,4.0,0.0,2.0,9.0,8.6,3.75,4.3,3.0,3.765,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
81.0,8.0,4.0,3.0,4.0,4.75,7.0,0.0,6.0,4.0,8.1,4.75,4.05,6.5,4.89,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
82.0,4.0,8.0,3.0,6.0,5.25,0.0,5.0,10.0,10.0,8.2,5.25,6.6,5.0,5.6049999999999995,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Focus more on improving your Math performance.,Medium Risk
85.0,10.0,10.0,8.0,7.0,8.75,3.0,5.0,4.0,5.0,8.5,8.75,6.75,3.5,7.1000000000000005,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
93.0,1.0,3.0,2.0,6.0,3.0,7.0,8.0,7.0,8.0,9.3,3.0,8.65,7.0,5.495000000000001,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
70.0,0.0,6.0,5.0,6.0,4.25,6.0,4.0,4.0,1.0,7.0,4.25,5.5,5.0,4.775,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
60.0,0.0,7.0,8.0,6.0,5.25,8.0,4.0,8.0,8.0,6.0,5.25,5.0,8.0,5.725,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
92.0,3.0,0.0,8.0,2.0,3.25,5.0,7.0,7.0,4.0,9.2,3.25,8.1,6.0,5.255,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
79.0,0.0,1.0,2.0,10.0,3.25,7.0,0.0,1.0,3.0,7.9,3.25,3.95,4.0,3.6100000000000003,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
63.0,4.0,5.0,5.0,1.0,3.75,9.0,10.0,2.0,1.0,6.3,3.75,8.15,5.5,5.42,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
84.0,7.0,3.0,10.0,6.0,6.5,0.0,1.0,5.0,9.0,8.4,6.5,4.7,2.5,5.16,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
95.0,7.0,7.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,9.5,5.0,7.25,2.0,5.075,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
75.0,0.0,2.0,2.0,6.0,2.5,10.0,3.0,2.0,4.0,7.5,2.5,5.25,6.0,4.025,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
95.0,6.0,0.0,5.0,7.0,4.5,5.0,2.0,8.0,3.0,9.5,4.5,5.75,6.5,5.2749999999999995,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
74.0,7.0,1.0,5.0,4.0,4.25,1.0,4.0,5.0,2.0,7.4,4.25,5.7,3.0,4.4350000000000005,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
80.0,0.0,0.0,6.0,8.0,3.5,4.0,4.0,3.0,7.0,8.0,3.5,6.0,3.5,4.25,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
55.0,7.0,6.0,6.0,7.0,6.5,2.0,4.0,2.0,5.0,5.5,6.5,4.75,2.0,5.075,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,Medium Risk
82.0,0.0,6.0,3.0,2.0,2.75,9.0,3.0,8.0,9.0,8.2,2.75,5.6,8.5,4.755,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
64.0,5.0,5.0,5.0,5.0,5.0,10.0,8.0,1.0,10.0,6.4,5.0,7.2,5.5,5.76,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
100.0,9.0,4.0,2.0,8.0,5.75,7.0,5.0,4.0,6.0,10.0,5.75,7.5,5.5,6.225,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
50.0,5.0,9.0,3.0,5.0,5.5,0.0,4.0,3.0,5.0,5.0,5.5,4.5,1.5,4.3999999999999995,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,High Risk
89.0,4.0,2.0,7.0,0.0,3.25,5.0,10.0,7.0,3.0,8.9,3.25,9.45,6.0,5.659999999999999,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
87.0,5.0,0.0,8.0,3.0,4.0,0.0,5.0,8.0,6.0,8.7,4.0,6.85,4.0,4.8549999999999995,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
90.0,10.0,9.0,10.0,8.0,9.25,9.0,0.0,8.0,7.0,9.0,9.25,4.5,8.5,7.675,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
94.0,0.0,5.0,10.0,3.0,4.5,9.0,4.0,10.0,3.0,9.4,4.5,6.7,9.5,6.16,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. You are studying but may need better learning strategies. Focus more on improving your Bengali performance.,Medium Risk
82.0,1.0,3.0,0.0,5.0,2.25,4.0,1.0,9.0,7.0,8.2,2.25,4.6,6.5,3.8049999999999997,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
50.0,10.0,2.0,5.0,3.0,5.0,3.0,7.0,2.0,1.0,5.0,5.0,6.0,2.5,4.8,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,High Risk
99.0,6.0,7.0,7.0,7.0,6.75,8.0,3.0,2.0,8.0,9.9,6.75,6.45,5.0,6.3100000000000005,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
53.0,10.0,7.0,10.0,8.0,8.75,5.0,1.0,10.0,4.0,5.3,8.75,3.15,7.5,6.82,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Low attendance is affecting your academic performance. Focus more on improving your English performance.,Medium Risk
72.0,9.0,9.0,2.0,9.0,7.25,4.0,5.0,10.0,10.0,7.2,7.25,6.1,7.0,6.855,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Focus more on improving your Math performance.,Medium Risk
62.0,1.0,1.0,9.0,3.0,3.5,3.0,2.0,8.0,8.0,6.2,3.5,4.1,5.5,4.08,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
77.0,7.0,7.0,4.0,9.0,6.75,8.0,2.0,6.0,8.0,7.7,6.75,4.85,7.0,6.23,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
80.0,6.0,9.0,9.0,9.0,8.25,6.0,5.0,7.0,3.0,8.0,8.25,6.5,6.5,7.375,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
63.0,9.0,3.0,9.0,10.0,7.75,0.0,0.0,9.0,9.0,6.3,7.75,3.15,4.5,5.720000000000001,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
72.0,2.0,3.0,4.0,0.0,2.25,6.0,6.0,8.0,2.0,7.2,2.25,6.6,7.0,4.505,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
73.0,8.0,6.0,6.0,7.0,6.75,0.0,3.0,4.0,8.0,7.3,6.75,5.15,2.0,5.32,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
73.0,8.0,3.0,2.0,1.0,3.5,1.0,2.0,7.0,4.0,7.3,3.5,4.65,4.0,3.9450000000000003,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
89.0,5.0,5.0,6.0,7.0,5.75,10.0,3.0,1.0,9.0,8.9,5.75,5.95,5.5,5.76,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
91.0,1.0,7.0,7.0,2.0,4.25,2.0,1.0,1.0,2.0,9.1,4.25,5.05,1.5,3.9399999999999995,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
67.0,1.0,8.0,4.0,5.0,4.5,6.0,6.0,1.0,8.0,6.7,4.5,6.35,3.5,4.8549999999999995,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
71.0,4.0,4.0,4.0,8.0,5.0,10.0,9.0,3.0,4.0,7.1,5.0,8.05,6.5,6.215,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
64.0,3.0,4.0,0.0,0.0,1.75,7.0,1.0,9.0,2.0,6.4,1.75,3.7,8.0,3.585,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
81.0,3.0,5.0,5.0,6.0,4.75,5.0,4.0,5.0,7.0,8.1,4.75,6.05,5.0,5.1899999999999995,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
65.0,8.0,8.0,3.0,3.0,5.5,10.0,1.0,6.0,8.0,6.5,5.5,3.75,8.0,5.475,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
97.0,4.0,5.0,4.0,4.0,4.25,4.0,1.0,4.0,5.0,9.7,4.25,5.35,4.0,4.529999999999999,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
56.0,2.0,10.0,2.0,3.0,4.25,0.0,5.0,2.0,6.0,5.6,4.25,5.3,1.0,3.915,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,High Risk
71.0,7.0,10.0,8.0,4.0,7.25,4.0,8.0,5.0,10.0,7.1,7.25,7.55,4.5,6.79,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
96.0,2.0,6.0,9.0,10.0,6.75,5.0,3.0,7.0,7.0,9.6,6.75,6.3,6.0,6.465,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
88.0,5.0,0.0,8.0,3.0,4.0,10.0,4.0,6.0,7.0,8.8,4.0,6.4,8.0,5.52,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
72.0,2.0,7.0,1.0,4.0,3.5,7.0,5.0,5.0,5.0,7.2,3.5,6.1,6.0,4.78,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
